Open,High,Low,Close,Adj Close,Volume
213.899994,218.029999,206.740005,208.429993,206.529373,54017900
205.529999,206.429993,201.630005,204.020004,202.159607,40862100
197.990005,198.649994,192.580002,193.339996,191.576981,52393000
196.309998,198.070007,194.039993,197,195.203613,35824800
195.410004,199.559998,193.820007,199.039993,197.225006,33364400
200.199997,203.529999,199.389999,203.429993,201.574982,27009500
201.300003,202.759995,199.289993,200.990005,199.913925,24619700
199.619995,202.050003,199.149994,200.479996,199.406647,22474900
201.020004,212.139999,200.479996,208.970001,207.851212,47218500
203.160004,206.440002,202.589996,202.75,201.664505,36547400
203.460007,205.139999,199.669998,201.740005,200.659912,27227400
204.279999,207.160004,203.839996,206.5,205.394424,27620400
210.619995,212.729996,210.029999,210.350006,209.223816,24413600
210.880005,213.350006,210.320007,210.360001,209.233765,26884300
212.990005,213.649994,211.600006,212.639999,211.501556,21535400
213.190002,214.440002,210.75,212.460007,211.322525,22253700
209.429993,212.050003,201,202.639999,201.555099,46818000
205.860001,207.190002,205.059998,206.490005,205.384476,26043600
207.860001,208.550003,203.529999,204.160004,203.066956,25873300
204.100006,205.720001,203.320007,205.529999,204.429626,15938800
208.5,209.320007,206.660004,209.009995,207.890976,20990500
210.160004,210.449997,207.199997,208.740005,207.622437,21143400
206.429993,206.979996,204.220001,205.699997,204.598694,20023000
208.389999,209.479996,207.320007,209.190002,208.070038,19188100
212,213.970001,211.509995,213.279999,212.138123,23913700
214.050003,214.419998,212.509995,213.259995,212.118225,19362300
214.839996,216.440002,211.070007,214.169998,213.023361,27309400
213.860001,216.779999,211.710007,216.699997,215.53981,31693800
218.070007,223.710007,217.729996,223.589996,222.392929,44289600
224.800003,226.419998,222.860001,223.089996,221.895599,32226700
220,220.789993,217.020004,218.75,217.578842,39763300
217.729996,220.130005,217.559998,219.899994,218.722687,21158100
219.960007,220.820007,219.119995,220.699997,219.518402,18318700
221.059998,222.850006,219.440002,222.770004,221.577332,25340000
222.009995,223.759995,220.369995,220.960007,219.777023,22060600
221.380005,222.559998,217.470001,217.729996,216.564285,55413100
218.949997,219.839996,217.649994,218.720001,217.548996,19165500
221.029999,222.490005,217.190002,217.679993,216.514557,31190800
218.550003,221.5,217.139999,221.029999,219.846634,21903400
220,220.940002,218.830002,219.889999,218.712738,18833500
220.539993,220.960007,217.279999,218.820007,217.648483,25352000
220.899994,224.580002,220.789993,223.970001,222.770889,25977400
225.070007,228.220001,224.199997,224.589996,223.387573,34805800
223.059998,223.580002,217.929993,218.960007,217.78772,34612300
218.429993,220.960007,215.130005,220.820007,219.637756,28606500
225.639999,227.490005,223.889999,227.009995,225.794617,34619700
226.270004,229.929993,225.839996,227.059998,225.844345,30576500
225.820007,228.059998,224.330002,224.399994,223.198593,27955000
227.029999,227.789993,225.639999,227.029999,225.814514,18692600
227.929993,230.440002,227.300003,230.089996,228.858124,28253400
232.949997,237.639999,232.309998,236.210007,234.945358,41698900
234.899994,238.130005,234.669998,235.869995,234.607178,24106900
236.389999,237.649994,234.880005,235.320007,234.060135,21840000
233.369995,235.240005,233.199997,234.369995,233.115204,18475800
235.089996,236.149994,233.520004,235.279999,234.02034,16896300
234.589996,237.580002,234.289993,236.410004,235.144302,24358400
237.520004,240.990005,237.320007,240.509995,239.222336,21811800
241.160004,242.199997,239.619995,239.960007,238.675293,20573400
242.100006,243.240005,241.220001,243.179993,241.878036,18957200
244.509995,244.800003,241.809998,243.580002,242.275894,17318800
243.160004,246.729996,242.880005,246.580002,245.259842,18369300
247.419998,249.25,246.720001,249.050003,247.716614,24143200
248.970001,249.75,242.570007,243.289993,241.987442,35709900
244.759995,245.300003,241.210007,243.259995,241.957611,31130500
247.240005,249.169998,237.259995,248.759995,247.428162,34790500
249.539993,255.929993,249.160004,255.820007,254.450378,37781300
257.329987,257.850006,255.380005,257.5,256.121368,25818000
257.049988,258.190002,256.320007,257.130005,255.753372,19974400
256.769989,257.48999,255.369995,257.23999,255.862762,18966100
258.73999,260.350006,258.109985,259.429993,258.815735,23735100
258.690002,260.440002,256.850006,260.140015,259.524078,17496600
258.299988,262.470001,258.279999,262.200012,261.579193,20455300
261.549988,262.790009,260.920013,261.959991,261.339752,21847200
261.130005,264.779999,261.070007,264.470001,263.843811,25683600
263.75,264.880005,262.100006,262.640015,262.018158,22295700
263.679993,265.779999,263.01001,265.76001,265.130768,25051600
265.799988,267.429993,264.230011,267.100006,266.46759,21675800
267.899994,268,265.390015,266.290009,265.659515,19041800
265.540009,266.079987,260.399994,263.190002,262.566864,26558600
263.690002,264.01001,261.179993,262.01001,261.389648,30348800
262.589996,263.179993,260.839996,261.779999,261.160187,16331300
262.709991,266.440002,262.519989,266.369995,265.739319,21005100
266.940002,267.160004,262.5,264.290009,263.664246,26301900
265.579987,267.980011,265.309998,267.839996,267.205841,16308900
266.600006,268,265.899994,267.25,266.617249,11654400
267.269989,268.25,263.450012,264.160004,263.534546,23621800
258.309998,259.529999,256.290009,259.450012,258.835724,28607600
261.070007,263.309998,260.679993,261.73999,261.12027,16795400
263.790009,265.890015,262.730011,265.579987,264.951172,18606100
267.480011,271,267.299988,270.709991,270.069031,26518900
270,270.799988,264.910004,266.920013,266.288025,32010600
268.600006,270.070007,265.859985,268.480011,267.84433,22605100
268.809998,271.100006,268.5,270.769989,270.128906,19689200
267.779999,272.559998,267.320007,271.459991,270.817261,34327600
271.459991,275.299988,270.929993,275.149994,274.498535,33396900
277,280.790009,276.980011,279.859985,279.197357,32046500
279.570007,281.769989,278.799988,280.410004,279.746094,28539600
279.799988,281.899994,279.119995,279.73999,279.077667,29007100
279.5,281.179993,278.950012,280.019989,279.356995,24592300
282.230011,282.649994,278.559998,279.440002,278.778381,68994500
280.529999,284.25,280.369995,284,283.327576,24643000
284.690002,284.890015,282.920013,284.269989,283.596924,12119700
284.820007,289.980011,284.700012,289.910004,289.223602,23280300
291.119995,293.970001,288.119995,289.799988,289.113831,36566500
289.459991,292.690002,285.220001,291.519989,290.829773,36028600
289.929993,293.679993,289.519989,293.649994,292.954712,25201400
296.23999,300.600006,295.190002,300.350006,299.638885,33870100
297.149994,300.579987,296.5,297.429993,296.725769,36580700
293.790009,299.959991,292.75,299.799988,299.090149,29596800
299.839996,300.899994,297.480011,298.390015,297.683533,27218000
297.160004,304.440002,297.160004,303.190002,302.472137,33019800
307.23999,310.429993,306.200012,309.630005,308.896912,42527100
310.600006,312.670013,308.25,310.329987,309.595215,35161200
311.640015,317.070007,311.149994,316.959991,316.209534,30383000
316.700012,317.570007,312.170013,312.679993,311.939667,40488600
311.850006,315.5,309.549988,311.339996,310.602844,30480900
313.589996,315.700012,312.089996,315.23999,314.493591,27207300
316.269989,318.73999,315,318.730011,317.975372,34454100
317.190002,319.019989,316,316.570007,315.820465,27710800
318.579987,319.98999,317.309998,317.700012,316.947815,25458100
317.920013,319.559998,315.649994,319.230011,318.474182,26118000
320.25,323.329987,317.519989,318.309998,317.556335,36634400
310.059998,311.769989,304.880005,308.950012,308.218506,40485000
312.600006,318.399994,312.190002,317.690002,316.937805,40558500
324.450012,327.850006,321.380005,324.339996,323.572052,54057300
320.540009,324.089996,318.75,323.869995,323.10318,31685800
320.929993,322.679993,308.290009,309.51001,308.777191,49897100
304.299988,313.48999,302.220001,308.660004,307.929199,43496400
315.309998,319.640015,313.630005,318.850006,318.095062,34154100
323.519989,324.76001,318.950012,321.450012,320.688934,29706700
322.570007,325.220001,320.26001,325.209991,324.440002,26356400
322.369995,323.399994,318,320.029999,320.029999,29421000
314.179993,321.549988,313.850006,321.549988,321.549988,27337200
323.600006,323.899994,318.709991,319.609985,319.609985,23580800
321.470001,327.220001,321.470001,327.200012,327.200012,28432600
324.190002,326.220001,323.350006,324.869995,324.869995,23686900
324.73999,325.980011,322.850006,324.950012,324.950012,20028400
315.359985,319.75,314.609985,319,319,38132800
320,324.570007,320,323.619995,323.619995,23496000
322.630005,324.649994,318.209991,320.299988,320.299988,25141500
318.619995,320.450012,310.5,313.049988,313.049988,32388500
297.26001,304.179993,289.230011,298.179993,298.179993,55548800
300.950012,302.529999,286.130005,288.079987,288.079987,57668400
286.529999,297.880005,286.5,292.649994,292.649994,49513700
281.100006,286,272.959991,273.519989,273.519989,80151400
257.26001,278.410004,256.369995,273.359985,273.359985,106721200
282.279999,301.440002,277.720001,298.809998,298.809998,85349300
303.670013,304,285.799988,289.320007,289.320007,79868900
296.440002,303.399994,293.130005,302.73999,302.73999,54794600
295.519989,299.549988,291.410004,292.920013,292.920013,46893200
282,290.820007,281.230011,289.029999,289.029999,56544200
263.75,278.089996,263,266.170013,266.170013,71222700
277.140015,281.829987,269.390015,275.660004,275.660004,38684290
